Date,Valore,Description,Categoria,Tag,Fissa?,Commenti,M
11 nov 2023,"€ 3,80",Biglietti Bus,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
11 nov 2023,"€ 25,00",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
12 nov 2023,"€ 15,50",Pizze,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
13 nov 2023,"€ 62,00",Gasolio,Trasporti,Carburante Auto,TRUE,,"11,00"
13 nov 2023,"€ 23,00",Cena,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
13 nov 2023,"€ 2,99",Libro Papà,Altro,Regali&SpeseAltrui,FALSE,,"11,00"
25 nov 2023,"€ 37,90",Fastweb,GestioneCasa,Bollette & Utenze,TRUE,,"11,00"
14 nov 2023,"€ 9,99",Kindle Unlimited,AbbonamentiEIscrizioni,Amazon e Kindle,FALSE,,"11,00"
14 nov 2023,"€ 9,58",Medicine ,CuraPersonale,Medicinali,TRUE,,"11,00"
14 nov 2023,"€ 7,00",Tabacco,Fumo,Sigarette,FALSE,,"11,00"
17 nov 2023,"€ 18,31",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"11,00"
17 nov 2023,"€ 3,49",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
18 nov 2023,"€ 12,20",Treno Asti,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
18 nov 2023,"€ 16,22",Cena Samu,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
18 nov 2023,"€ 7,00",Cena Samu,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
19 nov 2023,"€ 21,50",Cuffie Fra,Altro,Regali&SpeseAltrui,FALSE,,"11,00"
19 nov 2023,"€ 24,50",Liquido,Fumo,E-Cig,FALSE,,"11,00"
19 nov 2023,"€ 11,50",Ape,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
20 nov 2023,"€ 31,75",Cena Lavoro,Altro,Lavoro,TRUE,,"11,00"
20 nov 2023,"€ 45,00",Gasolio,Trasporti,Carburante Auto,TRUE,,"11,00"
21 nov 2023,"€ 80,00",Hotel,Altro,Lavoro,TRUE,,"11,00"
21 nov 2023,"€ 6,50",Piadina Lavoro,Altro,Lavoro,TRUE,,"11,00"
22 nov 2023,"€ 6,73",Brufen,CuraPersonale,Medicinali,TRUE,,"11,00"
23 nov 2023,"€ 10,00",Regalo Jacopo Treviso,Altro,Regali&SpeseAltrui,FALSE,,"11,00"
23 nov 2023,"€ 9,56",Spesa per cena fra,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
24 nov 2023,"€ 11,95",Resistenze,Fumo,E-Cig,FALSE,,"11,00"
23 nov 2023,"€ 14,00",Birre Comala,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
23 nov 2023,"€ 6,50",Birroteca,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
23 nov 2023,"€ 3,50",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
25 nov 2023,"€ 29,82",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"11,00"
25 nov 2023,"€ 59,00",Tari,GestioneCasa,Bollette & Utenze,TRUE,,"11,00"
25 nov 2023,"€ 671,00",Affito e Riscaldamento Ottobre,GestioneCasa,Affitto e Riscaldamento,TRUE,,"11,00"
25 nov 2023,"€ 2,99",Libro,Shopping,Libri,FALSE,,"11,00"
25 nov 2023,"€ 6,00",Cinema,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,FALSE,,"11,00"
25 nov 2023,"€ 3,00",Caffé,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
25 nov 2023,"€ 17,50",Cena,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
25 nov 2023,"€ 11,99",Borraccia Dechatlon,Shopping,Oggettistica,FALSE,,"11,00"
26 nov 2023,"€ 7,00",Pastis,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
26 nov 2023,"€ 1,90",Biglietto Bus,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
27 nov 2023,"€ 17,99",Hero Clip,Shopping,Oggettistica,FALSE,,"11,00"
27 nov 2023,"€ 57,75",Biglietto Reload,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,FALSE,,"11,00"
28 nov 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"11,00"
28 nov 2023,"€ 24,50",Liquidi,Fumo,E-Cig,FALSE,,"11,00"
29 nov 2023,"€ 2,58",Spesina Cena Fra,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
29 nov 2023,"€ 3,49",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
30 nov 2023,"€ 9,60",Pranzo Agrisano,Altro,Lavoro,TRUE,,"11,00"
14 dic 2023,"€ 146,30",Bolletta Luce e Gas,GestioneCasa,Bollette & Utenze,TRUE,,"12,00"
1 dic 2023,"€ 0,60",Commissioni,Altro,Commissioni,FALSE,,"12,00"
1 dic 2023,"€ 19,48",Regalo Secret Santa,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
1 dic 2023,"€ 25,00",Taglio Capelli,CuraPersonale,Cura del corpo,FALSE,,"12,00"
1 dic 2023,"€ 30,01",Spesa Ape,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"12,00"
1 dic 2023,"€ 10,50",Pizza,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"12,00"
2 dic 2023,"€ 8,00",Torino Film Festival,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,FALSE,,"12,00"
2 dic 2023,"€ 12,50",Ape e Birra,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
2 dic 2023,"€ 9,00",Cena Mulo,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"12,00"
3 dic 2023,"€ 18,90",Regalo Papà,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
3 dic 2023,"€ 3,50",Drink Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
4 dic 2023,"€ 50,01",Gasolio C3,Trasporti,Carburante Auto,TRUE,,"12,00"
4 dic 2023,"€ 4,86",Tigotà,CuraPersonale,Cura del corpo,FALSE,,"12,00"
7 dic 2023,"€ 410,90",Vacanza Aosta,IntrattenimentoEVacanze,Viaggi,FALSE,,"12,00"
5 dic 2023,"€ 8,00",Scaldacollo,Shopping,Vestiti e Abbigliamento,FALSE,,"12,00"
8 dic 2023,"€ 13,00",Serata Three Dome,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
8 dic 2023,"€ 10,00",Regalo Three Dome,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
9 dic 2023,"€ 33,00",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"12,00"
9 dic 2023,"€ 3,50",Birra Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
10 dic 2023,"€ 9,10",Medicine Mamma,Altro,Regali&SpeseAltrui,TRUE,,"12,00"
11 dic 2023,"€ 20,00",Museo del Cinema,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,TRUE,,"12,00"
25 dic 2023,"€ 37,90",Fastweb,GestioneCasa,Bollette & Utenze,TRUE,,"12,00"
12 dic 2023,"€ 16,78",Filamento Stampante,Shopping,Oggettistica,FALSE,,"12,00"
14 dic 2023,"€ 9,99",Kindle Unlimited,AbbonamentiEIscrizioni,Amazon e Kindle,FALSE,,"12,00"
14 dic 2023,"€ 19,00",Aperitivo e Birretta,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
15 dic 2023,"€ 23,75",Libri,Shopping,Libri,FALSE,,"12,00"
15 dic 2023,"€ 2,19",Insalta,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"12,00"
15 dic 2023,"€ 3,70",Bus,Trasporti,Mobilità&Micromobilità,FALSE,,"12,00"
15 dic 2023,"€ 46,66",Medicine,CuraPersonale,Medicinali,TRUE,,"12,00"
15 dic 2023,"€ 1,50",Acqua,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
15 dic 2023,"€ 24,90",Cena PC,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"12,00"
15 dic 2023,"€ 4,00",Dott,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
15 dic 2023,"€ 3,49",Birra,Trasporti,Mobilità&Micromobilità,FALSE,,"12,00"
16 dic 2023,"€ 20,00",Aperitivo Rena,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
16 dic 2023,"€ 45,00",Cena Panta,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"12,00"
17 dic 2023,"€ 1,20",Marocchino,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"12,00"
17 dic 2023,"€ 10,00",Regalo Alessio,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
19 dic 2023,"€ 17,50",Copia Chiavi Millesimo,GestioneCasa,Manutenzione,FALSE,,"12,00"
19 dic 2023,"€ 9,49",Cozze,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
19 dic 2023,"€ 11,50",Gaviscon,CuraPersonale,Medicinali,TRUE,,"12,00"
19 dic 2023,"€ 50,00",Regalo Papà,Altro,Regali&SpeseAltrui,TRUE,,"12,00"
19 dic 2023,"€ 10,44",Multi USB,Shopping,Oggettistica,FALSE,,"12,00"
20 dic 2023,"€ 3,24",Acqua Millesimo,Altro,Regali&SpeseAltrui,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,"12,00"
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
,,,,,FALSE,,
