Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Transfer,Current,2025-07-26 0:28:08,2025-07-26 0:28:08,To Instant Access Savings,-3,0,EUR,COMPLETED,600.96
Card Payment,Current,2025-07-25 17:59:10,2025-07-26 7:02:22,Coop,-11.83,0,EUR,COMPLETED,589.13
Card Payment,Current,2025-07-25 23:00:40,2025-07-26 7:02:30,Amazon,-3.99,0,EUR,COMPLETED,585.14
Transfer,Current,2025-07-26 10:04:48,2025-07-26 10:04:48,To Bold Stack portfolio,-20,0,EUR,COMPLETED,565.14
Transfer,Current,2025-07-26 11:48:34,2025-07-26 11:48:34,To Instant Access Savings,-1.74,0,EUR,COMPLETED,563.4
Card Payment,Current,2025-07-25 17:51:51,2025-07-26 13:41:12,Decathlon,-17.98,0,EUR,COMPLETED,545.42
Card Payment,Current,2025-07-26 0:28:07,2025-07-26 13:55:01,Vitolli Theo,-18,0,EUR,COMPLETED,527.42
Card Payment,Current,2025-07-25 22:27:40,2025-07-26 15:27:53,Pizzeria Mediterranea,-32,0,EUR,COMPLETED,495.42
Card Payment,Current,2025-07-25 14:56:32,2025-07-26 15:30:37,Knet,-53.02,0,EUR,COMPLETED,442.4
Transfer,Current,2025-07-26 21:37:30,2025-07-26 21:37:31,To Instant Access Savings,-3,0,EUR,COMPLETED,439.4
Transfer,Current,2025-07-26 21:58:04,2025-07-26 21:58:04,To Instant Access Savings,-3,0,EUR,COMPLETED,436.4
Transfer,Current,2025-07-26 22:29:22,2025-07-26 22:29:22,To Instant Access Savings,-3,0,EUR,COMPLETED,433.4
Transfer,Current,2025-07-26 22:49:24,2025-07-26 22:49:24,To Instant Access Savings,-3,0,EUR,COMPLETED,430.4
Transfer,Current,2025-07-26 23:46:55,2025-07-26 23:46:55,To Instant Access Savings,-3,0,EUR,COMPLETED,427.4
Transfer,Current,2025-07-27 0:23:22,2025-07-27 0:23:23,To Instant Access Savings,-3,0,EUR,COMPLETED,424.4
Card Payment,Current,2025-07-26 21:58:03,2025-07-27 6:36:15,Festival Entroterraneo,-5,0,EUR,COMPLETED,419.4
Card Payment,Current,2025-07-26 22:49:23,2025-07-27 6:36:15,Festival Entroterraneo,-3,0,EUR,COMPLETED,416.4
Card Payment,Current,2025-07-26 21:37:30,2025-07-27 6:36:17,Festival Entroterraneo,-5,0,EUR,COMPLETED,411.4
Card Payment,Current,2025-07-26 22:29:21,2025-07-27 6:36:17,Festival Entroterraneo,-7,0,EUR,COMPLETED,404.4
Card Payment,Current,2025-07-26 11:48:33,2025-07-27 6:37:10,Conad,-14.42,0,EUR,COMPLETED,389.98
Transfer,Current,2025-07-27 15:05:28,2025-07-27 15:05:28,To Instant Access Savings,-2.7,0,EUR,COMPLETED,387.28
Transfer,Current,2025-07-27 15:43:06,2025-07-27 15:43:06,To Instant Access Savings,-1.5,0,EUR,COMPLETED,385.78
Transfer,Current,2025-07-27 16:48:04,2025-07-27 16:48:04,To Instant Access Savings,-2.43,0,EUR,COMPLETED,383.35
Transfer,Current,2025-07-27 17:28:28,2025-07-27 17:28:28,To Instant Access Savings,-0.03,0,EUR,COMPLETED,383.32
Transfer,Current,2025-07-27 17:50:26,2025-07-27 17:50:27,To Instant Access Savings,-1.23,0,EUR,COMPLETED,382.09
Transfer,Current,2025-07-27 18:18:46,2025-07-27 18:18:46,To Instant Access Savings,-3,0,EUR,COMPLETED,379.09
Transfer,Current,2025-07-27 19:39:21,2025-07-27 19:39:21,To Instant Access Savings,-2.88,0,EUR,COMPLETED,376.21
Card Payment,Current,2025-07-27 16:48:03,2025-07-28 7:06:18,Snipes,-80.19,0,EUR,COMPLETED,296.02
Card Payment,Current,2025-07-27 18:18:06,2025-07-28 7:22:19,Carrefour,-6,0,EUR,COMPLETED,290.02
Card Payment,Current,2025-07-27 15:05:28,2025-07-28 11:13:23,Pam Panorama,-24.1,0,EUR,COMPLETED,265.92
Card Payment,Current,2025-07-27 17:28:27,2025-07-28 11:13:51,Decathlon,-9.99,0,EUR,COMPLETED,255.93
Card Payment,Current,2025-07-26 23:46:54,2025-07-28 11:14:44,Echollective,-5,0,EUR,COMPLETED,250.93
Card Payment,Current,2025-07-27 0:23:22,2025-07-28 11:14:47,Echollective,-5,0,EUR,COMPLETED,245.93
Card Payment,Current,2025-07-27 17:50:26,2025-07-28 14:14:19,TigotÃ ,-14.59,0,EUR,COMPLETED,231.34
Card Payment,Current,2025-07-27 19:39:21,2025-07-29 4:35:54,Amazon,-28.04,0,EUR,COMPLETED,203.3
Card Payment,Current,2025-07-27 15:43:05,2025-07-29 12:00:11,Gruppo Torinese Trasporti,-3.8,0,EUR,COMPLETED,199.5
Transfer,Current,2025-07-29 17:08:57,2025-07-29 17:08:57,To Instant Access Savings,-1.8,0,EUR,COMPLETED,197.7
Transfer,Current,2025-07-29 21:58:43,2025-07-29 21:58:43,To Instant Access Savings,-0.03,0,EUR,COMPLETED,197.67
Card Payment,Current,2025-07-29 21:58:42,2025-07-30 7:13:53,Bird,-2.99,0,EUR,COMPLETED,194.68
Card Payment,Current,2025-07-29 17:08:56,2025-07-30 13:36:01,Farmacia Madonna Dell',-37.4,0,EUR,COMPLETED,157.28
Transfer,Current,2025-07-30 22:33:13,2025-07-30 22:33:14,To Instant Access Savings,-3,0,EUR,COMPLETED,154.28
Transfer,Current,2025-07-30 22:57:15,2025-07-30 22:57:15,To Instant Access Savings,-3,0,EUR,COMPLETED,151.28
Transfer,Current,2025-07-31 0:08:28,2025-07-31 0:08:29,To Instant Access Savings,-0.03,0,EUR,COMPLETED,151.25
Card Payment,Current,2025-07-31 0:08:28,2025-07-31 7:34:18,Bird,-2.99,0,EUR,COMPLETED,148.26
Deposit,Current,2025-07-31 8:20:30,2025-07-31 8:20:30,Payment from PALLOMO MATTEO,1000,0,EUR,COMPLETED,1148.26
Card Payment,Current,2025-07-30 22:57:14,2025-07-31 15:40:32,Sedici Associazione Culturale,-9,0,EUR,COMPLETED,1139.26
Card Payment,Current,2025-07-30 22:33:13,2025-07-31 15:40:35,Tullio Sas Di Chiauss.,-10,0,EUR,COMPLETED,1129.26
Transfer,Current,2025-08-01 11:17:01,2025-08-01 11:17:01,To Instant Access Savings,-20,0,EUR,COMPLETED,1109.26
Transfer,Current,2025-08-01 13:41:31,2025-08-01 13:41:31,To Instant Access Savings,-2.13,0,EUR,COMPLETED,1107.13
Transfer,Current,2025-08-01 16:17:01,2025-08-01 16:17:02,To Instant Access Savings,-0.3,0,EUR,COMPLETED,1106.83
Transfer,Current,2025-08-01 20:17:52,2025-08-01 20:17:52,To Instant Access Savings,-0.45,0,EUR,COMPLETED,1106.38
Transfer,Current,2025-08-01 20:53:18,2025-08-01 20:53:18,To Instant Access Savings,-1.95,0,EUR,COMPLETED,1104.43
Transfer,Current,2025-08-01 22:43:14,2025-08-01 22:43:14,To Instant Access Savings,-2.1,0,EUR,COMPLETED,1102.33
Transfer,Current,2025-08-01 22:55:28,2025-08-01 22:55:28,To Instant Access Savings,-0.06,0,EUR,COMPLETED,1102.27
Transfer,Current,2025-08-02 0:14:00,2025-08-02 0:14:00,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1102.24
Transfer,Current,2025-08-02 2:01:02,2025-08-02 2:01:02,To Instant Access Savings,-3,0,EUR,COMPLETED,1099.24
Card Payment,Current,2025-08-02 0:14:00,2025-08-02 7:15:43,Amazon,-11.99,0,EUR,COMPLETED,1087.25
Transfer,Current,2025-08-02 10:06:04,2025-08-02 10:06:04,To Bold Stack portfolio,-20,0,EUR,COMPLETED,1067.25
Transfer,Current,2025-08-02 12:00:49,2025-08-02 12:00:49,To Instant Access Savings,-0.9,0,EUR,COMPLETED,1066.35
Card Payment,Current,2025-08-01 22:55:28,2025-08-02 13:20:26,Condis,-4.98,0,EUR,COMPLETED,1061.37
Card Payment,Current,2025-08-01 13:41:26,2025-08-02 13:21:37,Eni,-26.01,0,EUR,COMPLETED,1035.36
Card Payment,Current,2025-08-01 20:53:17,2025-08-02 14:39:37,Taxi Lic.10778,-42.35,0,EUR,COMPLETED,993.01
Card Payment,Current,2025-08-01 22:43:14,2025-08-02 14:42:16,La Rovira,-63.3,0,EUR,COMPLETED,929.71
Card Payment,Current,2025-08-01 20:17:51,2025-08-02 14:42:38,Estanco,-5.85,0,EUR,COMPLETED,923.86
Card Payment,Current,2025-08-01 16:17:01,2025-08-02 14:49:23,Dufry,-4.9,0,EUR,COMPLETED,918.96
Transfer,Current,2025-08-02 15:47:24,2025-08-02 15:47:24,To Instant Access Savings,-3,0,EUR,COMPLETED,915.96
Transfer,Current,2025-08-02 16:53:33,2025-08-02 16:53:33,To Instant Access Savings,-1.2,0,EUR,COMPLETED,914.76
Card Payment,Current,2025-08-02 12:00:48,2025-08-02 17:17:03,Noor Coffee Barcelona,-3.7,0,EUR,COMPLETED,911.06
Transfer,Current,2025-08-02 23:16:25,2025-08-02 23:16:25,To Instant Access Savings,-3,0,EUR,COMPLETED,908.06
Transfer,Current,2025-08-03 1:05:37,2025-08-03 1:05:37,To Instant Access Savings,-1.05,0,EUR,COMPLETED,907.01
Transfer,Current,2025-08-03 2:06:45,2025-08-03 2:06:45,To Instant Access Savings,-3,0,EUR,COMPLETED,904.01
Transfer,Current,2025-08-03 5:16:03,2025-08-03 5:16:03,To Instant Access Savings,-1.05,0,EUR,COMPLETED,902.96
Card Payment,Current,2025-08-02 2:01:01,2025-08-03 7:58:18,Heliogabal,-16,0,EUR,COMPLETED,886.96
Transfer,Current,2025-08-03 11:34:10,2025-08-03 11:34:10,To Instant Access Savings,-1.5,0,EUR,COMPLETED,885.46
Transfer,Current,2025-08-03 12:18:11,2025-08-03 12:18:11,To Instant Access Savings,-2.76,0,EUR,COMPLETED,882.7
Transfer,Current,2025-08-03 12:20:24,2025-08-03 12:20:24,To Instant Access Savings,-0.45,0,EUR,COMPLETED,882.25
Transfer,Current,2025-08-03 12:29:22,2025-08-03 12:29:22,To Instant Access Savings,-0.03,0,EUR,COMPLETED,882.22
Transfer,Current,2025-08-03 13:01:24,2025-08-03 13:01:25,To Instant Access Savings,-0.6,0,EUR,COMPLETED,881.62
Card Payment,Current,2025-08-02 16:53:32,2025-08-03 14:36:08,Les botigues de La Pedrera,-1.6,0,EUR,COMPLETED,880.02
Card Payment,Current,2025-08-02 15:47:23,2025-08-03 14:58:08,FundaciÃ³ Catalunya-La Pedrera,-29,0,EUR,COMPLETED,851.02
Card Payment,Current,2025-08-03 12:18:11,2025-08-04 4:41:23,Carrefour,-3.08,0,EUR,COMPLETED,847.94
Card Payment,Current,2025-08-03 12:29:21,2025-08-04 4:41:46,The Iconic,-3.99,0,EUR,COMPLETED,843.95
Card Payment,Current,2025-08-03 5:16:03,2025-08-04 7:43:02,TMB,-2.65,0,EUR,COMPLETED,841.3
Card Payment,Current,2025-08-03 1:05:36,2025-08-04 7:43:05,TMB,-2.65,0,EUR,COMPLETED,838.65
Card Payment,Current,2025-08-03 11:34:09,2025-08-04 7:44:04,Palau de la MÃºsica Catalana,-13.5,0,EUR,COMPLETED,825.15
Card Payment,Current,2025-08-02 23:16:24,2025-08-04 8:17:48,Bar El Roure,-51,0,EUR,COMPLETED,774.15
Card Payment,Current,2025-08-03 2:06:45,2025-08-04 8:17:51,La Terrrazza,-29,0,EUR,COMPLETED,745.15
Card Payment,Current,2025-08-03 13:01:24,2025-08-04 8:17:51,Marcelino Bar e Restaurante,-9.8,0,EUR,COMPLETED,735.35
Card Payment,Current,2025-08-03 12:20:23,2025-08-04 8:18:02,Estanco,-5.85,0,EUR,COMPLETED,729.5
Transfer,Current,2025-08-04 8:24:59,2025-08-04 8:24:59,To Instant Access Savings,-2.37,0,EUR,COMPLETED,727.13
Transfer,Current,2025-08-04 14:56:59,2025-08-04 14:56:59,To Instant Access Savings,-0.6,0,EUR,COMPLETED,726.53
Transfer,Current,2025-08-04 16:15:29,2025-08-04 16:15:29,To Instant Access Savings,-1.11,0,EUR,COMPLETED,725.42
Transfer,Current,2025-08-04 21:37:44,2025-08-04 21:37:44,To Instant Access Savings,-0.51,0,EUR,COMPLETED,724.91
Transfer,Current,2025-08-04 21:42:19,2025-08-04 21:42:19,To Instant Access Savings,-1.65,0,EUR,COMPLETED,723.26
Card Payment,Current,2025-08-04 21:37:43,2025-08-05 4:48:13,Saily,-25.83,0,EUR,COMPLETED,697.43
Card Payment,Current,2025-08-04 14:56:58,2025-08-05 4:56:15,Amazon,-6.8,0,EUR,COMPLETED,690.63
Card Payment,Current,2025-08-04 16:15:28,2025-08-05 7:09:46,Farmacia Moderna,-43.63,0,EUR,COMPLETED,647
Card Payment,Current,2025-08-04 8:24:59,2025-08-05 14:16:14,Pam Panorama,-29.21,0,EUR,COMPLETED,617.79
Card Payment,Current,2025-08-04 21:42:18,2025-08-05 16:53:58,Heymondo,-40.45,0,EUR,COMPLETED,577.34
Transfer,Current,2025-08-07 17:11:51,2025-08-07 17:11:51,To Instant Access Savings,-0.06,0,EUR,COMPLETED,577.28
Transfer,Current,2025-08-07 21:46:24,2025-08-07 21:46:24,To Instant Access Savings,-1.5,0,EUR,COMPLETED,575.78
Card Payment,Current,2025-08-07 21:46:24,2025-08-08 6:51:51,Sci Club Caire,-6.5,0,EUR,COMPLETED,569.28
Transfer,Current,2025-08-08 10:56:24,2025-08-08 10:56:24,To Instant Access Savings,-20,0,EUR,COMPLETED,549.28
Card Payment,Current,2025-08-07 17:11:49,2025-08-08 12:08:30,Best Price,-3.98,0,EUR,COMPLETED,545.3
Transfer,Current,2025-08-08 16:30:15,2025-08-08 16:30:15,To Instant Access Savings,-3,0,EUR,COMPLETED,542.3
Transfer,Current,2025-08-08 20:00:04,2025-08-08 20:00:04,To Instant Access Savings,-3,0,EUR,COMPLETED,539.3
Transfer,Current,2025-08-09 0:46:09,2025-08-09 0:46:09,To Instant Access Savings,-3,0,EUR,COMPLETED,536.3
Transfer,Current,2025-08-09 10:04:32,2025-08-09 10:04:32,To Robo portfolio,-20,0,EUR,COMPLETED,516.3
Transfer,Current,2025-08-09 11:40:25,2025-08-09 11:40:25,To Instant Access Savings,-3,0,EUR,COMPLETED,513.3
Transfer,Current,2025-08-09 12:19:01,2025-08-09 12:19:01,To Instant Access Savings,-2.13,0,EUR,COMPLETED,511.17
Card Payment,Current,2025-08-08 16:30:15,2025-08-09 13:07:59,Bonino Lucrezia,-6,0,EUR,COMPLETED,505.17
Card Payment,Current,2025-08-08 20:00:03,2025-08-09 13:20:32,Nuovo Bar Testa,-25,0,EUR,COMPLETED,480.17
Transfer,Current,2025-08-09 21:06:02,2025-08-09 21:06:02,To Instant Access Savings,-1.5,0,EUR,COMPLETED,478.67
Transfer,Current,2025-08-09 21:19:52,2025-08-09 21:19:53,To Instant Access Savings,-3,0,EUR,COMPLETED,475.67
Transfer,Current,2025-08-09 22:21:45,2025-08-09 22:21:45,To Instant Access Savings,-3,0,EUR,COMPLETED,472.67
Transfer,Current,2025-08-09 23:41:29,2025-08-09 23:41:29,To Instant Access Savings,-3,0,EUR,COMPLETED,469.67
Transfer,Current,2025-08-10 0:01:00,2025-08-10 0:01:00,To Instant Access Savings,-3,0,EUR,COMPLETED,466.67
Transfer,Current,2025-08-10 0:27:35,2025-08-10 0:27:35,To Instant Access Savings,-3,0,EUR,COMPLETED,463.67
Transfer,Current,2025-08-10 1:58:12,2025-08-10 1:58:12,To Instant Access Savings,-3,0,EUR,COMPLETED,460.67
Card Payment,Current,2025-08-09 0:46:08,2025-08-10 4:00:25,Soleluna Beach Village,-35,0,EUR,COMPLETED,425.67
Card Payment,Current,2025-08-09 22:21:45,2025-08-10 6:26:11,Sci Club Caire,-4,0,EUR,COMPLETED,421.67
Transfer,Current,2025-08-10 12:25:55,2025-08-10 12:25:55,Transfer to GABRIELE VOLA,-20,0,EUR,COMPLETED,401.67
Card Payment,Current,2025-08-09 11:40:24,2025-08-10 13:18:06,Bonino Lucrezia,-6,0,EUR,COMPLETED,395.67
Card Payment,Current,2025-08-09 21:19:52,2025-08-10 14:05:02,P.a. C.b. Cairo Monten,-4,0,EUR,COMPLETED,391.67
Transfer,Current,2025-08-10 20:21:25,2025-08-10 20:21:25,To Instant Access Savings,-2.79,0,EUR,COMPLETED,388.88
Card Payment,Current,2025-08-10 20:21:05,2025-08-11 6:51:29,Carrefour,-11.07,0,EUR,COMPLETED,377.81
Card Payment,Current,2025-08-09 12:19:00,2025-08-11 10:31:11,Nolasco,-50,0,EUR,COMPLETED,327.81
Card Payment,Current,2025-08-09 23:41:29,2025-08-11 10:49:50,AL 78 Cafe Bistrot,-8,0,EUR,COMPLETED,319.81
Card Payment,Current,2025-08-10 0:01:00,2025-08-11 10:49:53,AL 78 Cafe Bistrot,-8,0,EUR,COMPLETED,311.81
Card Payment,Current,2025-08-09 21:06:02,2025-08-11 10:50:19,Negro Francesca,-5.5,0,EUR,COMPLETED,306.31
Card Payment,Current,2025-08-10 0:27:34,2025-08-11 10:58:37,Caffetteria Regio Di R,-6,0,EUR,COMPLETED,300.31
Card Payment,Current,2025-08-10 1:58:11,2025-08-11 10:58:39,Caffetteria Regio Di R,-12,0,EUR,COMPLETED,288.31
Transfer,Current,2025-08-11 18:27:58,2025-08-11 18:27:58,To Instant Access Savings,-1.08,0,EUR,COMPLETED,287.23
Transfer,Current,2025-08-11 18:38:40,2025-08-11 18:38:41,To Instant Access Savings,-1.5,0,EUR,COMPLETED,285.73
Card Payment,Current,2025-08-11 18:27:57,2025-08-12 6:24:46,Ipersoap To 1,-6.64,0,EUR,COMPLETED,279.09
Transfer,Current,2025-08-12 16:33:26,2025-08-12 16:33:26,To Instant Access Savings,-0.06,0,EUR,COMPLETED,279.03
Transfer,Current,2025-08-12 16:41:58,2025-08-12 16:41:59,Transfer from Revolut user,53,0,EUR,COMPLETED,332.03
Card Payment,Current,2025-08-11 18:38:40,2025-08-12 16:58:48,Zhang Hui,-6.5,0,EUR,COMPLETED,325.53
Deposit,Current,2025-08-13 8:37:04,2025-08-13 8:37:04,Payment from PALLOMO MATTEO,1500,0,EUR,COMPLETED,1825.53
Transfer,Current,2025-08-13 16:55:10,2025-08-13 16:55:10,To Instant Access Savings,-2.19,0,EUR,COMPLETED,1823.34
Transfer,Current,2025-08-14 9:58:20,2025-08-14 9:58:21,To Instant Access Savings,-1.59,0,EUR,COMPLETED,1821.75
ATM,Current,2025-08-13 16:44:47,2025-08-14 10:10:29,Cash withdrawal at Unicredit - Torino S,-150,0,EUR,COMPLETED,1671.75
Card Payment,Current,2025-08-13 16:54:51,2025-08-14 16:09:03,Carrefour,-5.27,0,EUR,COMPLETED,1666.48
Transfer,Current,2025-08-14 17:03:33,2025-08-14 17:03:33,To Instant Access Savings,-3,0,EUR,COMPLETED,1663.48
Transfer,Current,2025-08-14 18:23:35,2025-08-14 18:23:35,To Instant Access Savings,-3,0,EUR,COMPLETED,1660.48
Transfer,Current,2025-08-14 20:27:04,2025-08-14 20:27:04,To Instant Access Savings,-2.4,0,EUR,COMPLETED,1658.08
Transfer,Current,2025-08-14 21:02:32,2025-08-14 21:02:32,To Instant Access Savings,-0.3,0,EUR,COMPLETED,1657.78
Transfer,Current,2025-08-15 5:36:09,2025-08-15 5:36:09,To Instant Access Savings,-1.11,0,EUR,COMPLETED,1656.67
Transfer,Current,2025-08-15 10:59:18,2025-08-15 10:59:18,To Instant Access Savings,-20,0,EUR,COMPLETED,1636.67
Card Payment,Current,2025-08-14 21:02:31,2025-08-15 14:47:35,Dufry,-16.9,0,EUR,COMPLETED,1619.77
Transfer,Current,2025-08-15 21:20:47,2025-08-15 21:20:47,To Instant Access Savings,-0.03,0,EUR,COMPLETED,1619.74
Card Payment,Current,2025-08-15 22:08:13,,Grab,-1.4,0,EUR,REVERTED,
Transfer,Current,2025-08-15 22:08:14,2025-08-15 22:08:14,To Instant Access Savings,-1.8,0,EUR,COMPLETED,1617.94
Transfer,Current,2025-08-15 22:15:03,2025-08-15 22:15:03,To Instant Access Savings,-1.8,0,EUR,COMPLETED,1616.14
Card Payment,Current,2025-08-15 21:20:46,2025-08-16 3:31:20,Amazon,-6.99,0,EUR,COMPLETED,1609.15
Card Payment,Current,2025-08-15 5:36:08,2025-08-16 6:33:25,Starbucks,-5.63,0,EUR,COMPLETED,1603.52
Transfer,Current,2025-08-16 9:31:34,2025-08-16 9:31:34,To Instant Access Savings,-2.52,0,EUR,COMPLETED,1601
Card Payment,Current,2025-08-14 9:58:20,2025-08-16 9:53:37,Pam Panorama,-2.47,0,EUR,COMPLETED,1598.53
Card Payment,Current,2025-08-14 17:03:32,2025-08-16 9:54:01,IP Italiana Petroli,-14.03,0,EUR,COMPLETED,1584.5
Card Payment,Current,2025-08-14 18:23:35,2025-08-16 9:54:03,Agogna Est Grill,-3,0,EUR,COMPLETED,1581.5
Card Payment,Current,2025-08-14 20:27:03,2025-08-16 9:54:38,MOTTA,-18.2,0,EUR,COMPLETED,1563.3
Transfer,Current,2025-08-16 10:05:51,2025-08-16 10:05:51,To Robo portfolio,-20,0,EUR,COMPLETED,1543.3
Transfer,Current,2025-08-16 10:11:20,2025-08-16 10:11:22,To Instant Access Savings,-2.64,0,EUR,COMPLETED,1540.66
Transfer,Current,2025-08-16 10:24:40,2025-08-16 10:24:40,To Instant Access Savings,-1.44,0,EUR,COMPLETED,1539.22
Transfer,Current,2025-08-16 11:10:35,2025-08-16 11:10:35,To Instant Access Savings,-1.59,0,EUR,COMPLETED,1537.63
Card Payment,Current,2025-08-16 9:31:33,2025-08-17 3:39:53,Getyourguide,-153.16,0,EUR,COMPLETED,1384.47
Card Payment,Current,2025-08-16 10:11:19,2025-08-17 3:39:54,Getyourguide,-211.12,0,EUR,COMPLETED,1173.35
Card Payment,Current,2025-08-16 11:10:34,2025-08-17 5:51:49,Grab,-0.47,0,EUR,COMPLETED,1172.88
Card Payment,Current,2025-08-16 10:24:39,2025-08-17 5:51:53,Grab,-2.52,0.03,EUR,COMPLETED,1170.33
Card Payment,Current,2025-08-15 22:15:02,2025-08-17 5:51:56,Grab,-1.4,0,EUR,COMPLETED,1168.93
Card Payment,Current,2025-08-12 16:33:26,2025-08-18 3:46:37,Amazon,-52.98,0,EUR,COMPLETED,1115.95
ATM,Current,2025-08-17 14:07:19,2025-08-18 6:27:22,Cash withdrawal at Bank Negara Ind,-53.39,0.53,EUR,COMPLETED,1062.03
Transfer,Current,2025-08-19 3:34:01,2025-08-19 3:34:01,To Instant Access Savings,-1.98,0,EUR,COMPLETED,1060.05
Card Payment,Current,2025-08-19 3:34:00,2025-08-19 10:26:38,Getyourguide,-298.34,0,EUR,COMPLETED,761.71
Transfer,Current,2025-08-19 16:46:30,2025-08-19 16:46:30,To Instant Access Savings,-2.37,0,EUR,COMPLETED,759.34
Transfer,Current,2025-08-19 17:28:08,2025-08-19 17:28:08,To Instant Access Savings,-2.49,0,EUR,COMPLETED,756.85
Transfer,Current,2025-08-19 18:43:04,2025-08-19 18:43:04,To Instant Access Savings,-2.82,0,EUR,COMPLETED,754.03
Transfer,Current,2025-08-19 18:48:56,2025-08-19 18:48:56,To Instant Access Savings,-2.79,0,EUR,COMPLETED,751.24
Card Payment,Current,2025-08-19 16:46:29,2025-08-20 6:56:23,Potato Head Beach Club,-11.21,0,EUR,COMPLETED,740.03
Transfer,Current,2025-08-20 9:06:33,2025-08-20 9:06:33,To Instant Access Savings,-0.72,0,EUR,COMPLETED,739.31
Transfer,Current,2025-08-20 16:28:49,2025-08-20 16:28:49,To Instant Access Savings,-0.03,0,EUR,COMPLETED,739.28
Transfer,Current,2025-08-21 0:54:56,2025-08-21 0:54:56,To Instant Access Savings,-0.57,0,EUR,COMPLETED,738.71
Card Payment,Current,2025-08-19 17:28:07,2025-08-21 6:36:03,Mm Pt5,-2.17,0,EUR,COMPLETED,736.54
Card Payment,Current,2025-08-20 9:06:32,2025-08-21 6:52:07,Umah Bali Kuno,-20.76,0,EUR,COMPLETED,715.78
Card Payment,Current,2025-08-21 8:15:18,,Grab,-10.76,0,EUR,REVERTED,
Transfer,Current,2025-08-21 8:15:19,2025-08-21 8:15:19,To Instant Access Savings,-0.72,0,EUR,COMPLETED,715.06
Transfer,Current,2025-08-21 10:08:36,2025-08-21 10:08:36,To Instant Access Savings,-0.78,0,EUR,COMPLETED,714.28
Transfer,Current,2025-08-21 10:29:02,2025-08-21 10:29:02,To Instant Access Savings,-0.84,0,EUR,COMPLETED,713.44
Transfer,Current,2025-08-21 12:25:31,2025-08-21 12:25:31,To Instant Access Savings,-0.03,0,EUR,COMPLETED,713.41
Card Payment,Current,2025-08-19 18:43:03,2025-08-21 15:22:58,Circle K,-1.06,0,EUR,COMPLETED,712.35
Card Payment,Current,2025-08-19 18:48:55,2025-08-21 15:22:58,Circle K,-1.07,0,EUR,COMPLETED,711.28
Card Payment,Current,2025-08-20 16:28:48,2025-08-21 15:23:00,Bee Bee's Cafe Ho,-9.99,0,EUR,COMPLETED,701.29
Card Payment,Current,2025-08-21 12:25:31,2025-08-21 17:07:54,Amazon,-6.99,0,EUR,COMPLETED,694.3
Transfer,Current,2025-08-21 19:05:25,2025-08-21 19:05:25,To Instant Access Savings,-1.32,0,EUR,COMPLETED,692.98
Transfer,Current,2025-08-21 20:21:32,2025-08-21 20:21:32,To Instant Access Savings,-1.38,0,EUR,COMPLETED,691.6
Transfer,Current,2025-08-21 20:53:36,2025-08-21 20:53:36,To Instant Access Savings,-1.41,0,EUR,COMPLETED,690.19
Transfer,Current,2025-08-21 22:08:50,2025-08-21 22:08:50,To Instant Access Savings,-1.23,0,EUR,COMPLETED,688.96
Transfer,Current,2025-08-21 22:26:48,2025-08-21 22:26:48,To Instant Access Savings,-2.79,0,EUR,COMPLETED,686.17
Card Payment,Current,2025-08-21 0:54:55,2025-08-22 6:47:30,Bayside Coffee & Eate,-1.81,0,EUR,COMPLETED,684.36
Transfer,Current,2025-08-22 10:57:34,2025-08-22 10:57:35,To Instant Access Savings,-20,0,EUR,COMPLETED,664.36
Card Payment,Current,2025-08-21 10:29:01,2025-08-22 14:57:26,Frestive Seminyak Ho,-5.72,0,EUR,COMPLETED,658.64
Card Payment,Current,2025-08-21 19:05:23,2025-08-23 3:34:00,Shishi Nightclub,-9.56,0,EUR,COMPLETED,649.08
Card Payment,Current,2025-08-21 22:08:49,2025-08-23 5:59:44,Grab,-1.59,0,EUR,COMPLETED,647.49
Transfer,Current,2025-08-23 10:04:45,2025-08-23 10:04:45,To Robo portfolio,-20,0,EUR,COMPLETED,627.49
Card Payment,Current,2025-08-21 22:26:47,2025-08-23 14:20:43,Circle K,-1.07,0,EUR,COMPLETED,626.42
Card Payment,Current,2025-08-21 20:21:31,2025-08-23 14:20:48,Shishi Nightclub,-9.54,0,EUR,COMPLETED,616.88
Card Payment,Current,2025-08-21 20:53:35,2025-08-23 14:20:48,Shishi Nightclub,-9.53,0,EUR,COMPLETED,607.35
Transfer,Current,2025-08-23 20:02:46,2025-08-23 20:02:46,To Instant Access Savings,-2.67,0,EUR,COMPLETED,604.68
Transfer,Current,2025-08-23 20:35:48,2025-08-23 20:35:48,To Instant Access Savings,-2.49,0,EUR,COMPLETED,602.19
Transfer,Current,2025-08-23 21:18:58,2025-08-23 21:18:58,To Instant Access Savings,-0.54,0,EUR,COMPLETED,601.65
Transfer,Current,2025-08-24 6:10:30,2025-08-24 6:10:30,To Instant Access Savings,-2.25,0,EUR,COMPLETED,599.4
Transfer,Current,2025-08-24 7:27:33,2025-08-24 7:27:33,To Instant Access Savings,-0.63,0,EUR,COMPLETED,598.77
Transfer,Current,2025-08-24 7:35:26,2025-08-24 7:35:26,To Instant Access Savings,-2.58,0,EUR,COMPLETED,596.19
