,Type,Date,Amount,Description,Labels
2309,expense,2025-12-03,-100.0,"Addebito SDD CORE Scad.03/12/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5532843424 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-12-2025000322046301 03-12-20250125211125",['Investimenti&Risparmi']
2310,expense,2025-12-03,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. NOV 2025,['Commissioni']
2311,expense,2025-12-02,-22.9,"Addebito SDD CORE Scad.02/12/2025 Imp. 22,90 Comm. 0,00 Id.SATYLUL1XXX A52CA7D10C2947B3846F5C7C2137CD87 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2312,expense,2025-12-01,-185.64,BONIFICO DA VOI DISPOSTO NOP 59522553700 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni novembre 2025,['Psicologo']
2313,income,2025-11-28,2278.81,BIC: BCITITMMXXX CRO: 0306926392493312480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI NOVEMBRE 2025 SALA - Salary payment 1120255000001100003860000,['Stipendio']
2314,expense,2025-11-26,-300.0,BONIFICO DA VOI DISPOSTO NOP 59053753700 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2315,expense,2025-11-25,-10.2,"Addebito SDD CORE Scad.25/11/2025 Imp. 10,20 Comm. 0,00 Id.SATYLUL1XXX A7B58D7C32BB4C7F8E2C45A7B5FDB5E7 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2316,expense,2025-11-25,-37.9,"Addebito SDD CORE Scad.25/11/2025 Imp. 37,90 Comm. 0,00 Id.BNLIITRRXXX 2625322CXH5JRSDT Cred.IT830010000012878470157 FASTWEB SpA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M034927797 SDD 10909494",['CasaUtenze&Tasse']
2317,expense,2025-11-18,-72.96,"Addebito SDD CORE Scad.18/11/2025 Imp. 72,96 Comm. 0,00 Id.SATYLUL1XXX C3ADFB8FCD25492B9313729116ECA594 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2318,expense,2025-11-11,-21.0,"Addebito SDD CORE Scad.11/11/2025 Imp. 21,00 Comm. 0,00 Id.SATYLUL1XXX 63CC0235C8524D1487FFD61EAEB92B9F Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2319,expense,2025-11-05,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. OTT 2025,['Commissioni']
2320,expense,2025-11-04,-19.35,"Addebito SDD CORE Scad.04/11/2025 Imp. 19,35 Comm. 0,00 Id.SATYLUL1XXX 763D74FFB1944A2382812AD29331ACBB Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2321,expense,2025-11-03,-212.2,"Addebito SDD CORE Scad.03/11/2025 Imp. 212,20 Comm. 0,00 Id.CIPBITMMXXX RIDEICBPI00000005000000004375345843 Cred.IT830030000009771701001 TELEPASS S.P.A. Deb.7013840000000221501783 PALLOMO MATTEO Rif.SALDO DOCUM.030881850 DEL 31.10.2025",['Movimento']
2322,expense,2025-11-03,-0.8,"Addebito SDD CORE Scad.03/11/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5529627864 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-11-2025000321135207 03-11-20250125221025",['Investimenti&Risparmi']
2323,expense,2025-11-03,-100.0,"Addebito SDD CORE Scad.03/11/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5529627864 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-11-2025000321135207 03-11-20250125221025",['Investimenti&Risparmi']
2324,expense,2025-10-31,-2000.0,BONIFICO DA VOI DISPOSTO NOP 59036753300 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE: giroconto,['Giroconto']
2325,income,2025-10-31,2000.0,BONIFICO DA VOI DISPOSTO NOP 59035353300 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE: giroconto,['Giroconto']
2326,expense,2025-10-31,-2000.0,BONIFICO DA VOI DISPOSTO NOP 59035353300 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE: giroconto,['Giroconto']
2327,expense,2025-10-31,-246.84,BONIFICO DA VOI DISPOSTO NOP 59976953200 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni ottobre 2025,['Psicologo']
2328,income,2025-10-31,2201.47,BIC: BCITITMMXXX CRO: 0306927565718801480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI OTTOBRE 2025 SALA - Salary payment 10202550000011000038600000,['Stipendio']
2329,expense,2025-10-28,-8.2,"Addebito SDD CORE Scad.28/10/2025 Imp. 8,20 Comm. 0,00 Id.SATYLUL1XXX D004E0A832CB4B2B854955F2A842CE54 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2330,expense,2025-10-27,-300.0,BONIFICO DA VOI DISPOSTO NOP 59306953200 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2331,expense,2025-10-27,-37.9,"Addebito SDD CORE Scad.27/10/2025 Imp. 37,90 Comm. 0,00 Id.INGBITMMICM DOMREC50518112SEQ002498DAT20251023 Cred.IT830010000012878470157 FASTWEB SpA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M031150631 SDD 10909494",['CasaUtenze&Tasse']
2332,expense,2025-10-21,-25.4,"Addebito SDD CORE Scad.21/10/2025 Imp. 25,40 Comm. 0,00 Id.SATYLUL1XXX AC13B2CD50C34969AD36D8C6EAEE1247 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2333,expense,2025-10-20,-174.6,"Addebito SDD CORE Scad.20/10/2025 Imp. 174,60 Comm. 0,00 Id.ENIBBEBBXXX OPF172442410.14220 Cred.IT770010000000484960588 Eni Spa - Eni Regolamento Monetario Deb.8002118100000177701580 PALLOMO MATTEO Rif.5055081320970098",['Movimento']
2334,expense,2025-10-14,-19.08,"Addebito SDD CORE Scad.14/10/2025 Imp. 19,08 Comm. 0,00 Id.SATYLUL1XXX 00DE8788018843AB8219D1B251693801 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2335,expense,2025-10-07,-20.83,"Addebito SDD CORE Scad.07/10/2025 Imp. 20,83 Comm. 0,00 Id.SATYLUL1XXX C89E8C3159EF4389A2BA1F65431ED413 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2336,income,2025-10-06,300.0,BIC: FIBKITMMXXX CRO: 0329605527800604480160049440IT O/C:Pallomo Valerio - Merlin Lucia NOTE:Interessi Stellantis,['Interessi']
2337,expense,2025-10-03,-0.8,"Addebito SDD CORE Scad.03/10/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5526734475 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-10-2025000320109021 03-10-20250130230925",['Investimenti&Risparmi']
2338,expense,2025-10-03,-100.0,"Addebito SDD CORE Scad.03/10/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5526734475 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-10-2025000320109021 03-10-20250130230925",['Investimenti&Risparmi']
2339,expense,2025-10-03,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. SET 2025,['Commissioni']
2340,expense,2025-10-01,-185.64,BONIFICO DA VOI DISPOSTO NOP 59785552800 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni settembre 2025,['Psicologo']
2341,income,2025-09-30,2198.98,BIC: BCITITMMXXX CRO: 0306926442053704480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI SETTEMBRE 2025SALA - Salary payment 0920255000001100003860000,['Stipendio']
2342,income,2025-09-30,590.0,BIC: FIBKITMMXXX CRO: 0329605508832809480160049440IT O/C:Pallomo Valerio - Merlin Lucia NOTE:Azioni Intel,['Interessi']
2343,expense,2025-09-29,-300.0,BONIFICO DA VOI DISPOSTO NOP 59280352800 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2344,expense,2025-09-25,-37.9,"Addebito SDD CORE Scad.25/09/2025 Imp. 37,90 Comm. 0,00 Id.INGBITMMICM DOMREC50444255SEQ008045DAT20250923 Cred.IT830010000012878470157 FASTWEB SpA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M030957348 SDD 10909494",['CasaUtenze&Tasse']
2345,expense,2025-09-23,-6.0,"Addebito SDD CORE Scad.23/09/2025 Imp. 6,00 Comm. 0,00 Id.SATYLUL1XXX BD02D3A921E94BA49FB2407932474BFD Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2346,expense,2025-09-18,-114.64,Canale :HBI  Dt.conf.: 18/09/2025  Dt.pag.: 18/09/2025  Dt.appl.: Mitt.SIA:        Descr.SIA:                       Supporto: Cont.: PLLMTT95L06C589W Desc.: PALLOMO MATTEO,['Generic']
2347,expense,2025-09-16,-137.17,"Addebito SDD CORE Scad.16/09/2025 Imp. 137,17 Comm. 0,00 Id.SATYLUL1XXX BBB0FFE56F5A4F1A8D521573FFBE9F9A Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2348,expense,2025-09-15,-906.45,BONIFICO DA VOI DISPOSTO NOP 59842452600 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: intero importo riscaldamento - 25/26,['CasaUtenze&Tasse']
2349,expense,2025-09-06,-2000.0,BONIFICO DA VOI DISPOSTO NOP 59811252500 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE: giroconto,['Giroconto']
2350,expense,2025-09-04,-13.9,Addebito commissioni su operazione di vendita valuta,['Commissioni']
2351,expense,2025-09-04,-1738.02,Addebito controvalore operazione di vendita valuta,['Generic']
2352,expense,2025-09-03,-0.8,"Addebito SDD CORE Scad.03/09/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5523739819 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-09-2025000319075523 03-09-20250122220825",['Investimenti&Risparmi']
2353,expense,2025-09-03,-100.0,"Addebito SDD CORE Scad.03/09/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5523739819 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-09-2025000319075523 03-09-20250122220825",['Investimenti&Risparmi']
2354,expense,2025-09-03,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. AGO 2025,['Commissioni']
2355,income,2025-09-02,3251.84,BIC: FIBKITMMXXX CRO: 0329605442266801480160049440IT O/C:Pallomo Valerio - Merlin Lucia NOTE:Buoni Fruttiferi Postali,['Interessi']
2356,expense,2025-09-01,-61.2,BONIFICO DA VOI DISPOSTO NOP 59974352400 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni agosto 2025,['Psicologo']
2357,income,2025-08-29,2194.87,BIC: BCITITMMXXX CRO: 0306927012403802480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI AGOSTO 2025 SALA - Salary payment 082025500000110000386000000,['Stipendio']
2358,expense,2025-08-27,-192.49,"Addebito SDD CORE Scad.27/08/2025 Imp. 192,49 Comm. 0,00 Id.ENIBBEBBXXX OPF165443798.7718 Cred.IT770010000000484960588 Eni Spa - Eni Regolamento Monetario Deb.8002118100000177701580 PALLOMO MATTEO Rif.5055081320970094",['Movimento']
2359,expense,2025-08-25,-300.0,BONIFICO DA VOI DISPOSTO NOP 59408252400 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2360,income,2025-08-25,700.0,BONIFICO DA VOI DISPOSTO NOP 59407452400 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2361,expense,2025-08-25,-340.0,BONIFICO DA VOI DISPOSTO NOP 59407752400 A FAVORE DI CONDOMINIO VIA GRAGLIA 14-16 C. BENEF. IT05E0617001000000001544421 NOTE: Terza Rata Spese condominiali 2025 - Pallomo,['CasaUtenze&Tasse']
2362,expense,2025-08-25,-700.0,BONIFICO DA VOI DISPOSTO NOP 59407452400 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso casa,['CasaUtenze&Tasse']
2363,expense,2025-08-25,-37.9,"Addebito SDD CORE Scad.25/08/2025 Imp. 37,90 Comm. 0,00 Id.INGBITMMICM DOMREC50372651SEQ001280DAT20250821 Cred.IT830010000012878470157 FASTWEB SpA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M025482626 SDD 10909494",['CasaUtenze&Tasse']
2364,expense,2025-08-25,-4.0,"Commissione per pagamento Europay del 19/08/2025 alle 01:51, con carta N. 008042768",['Commissioni']
2365,expense,2025-08-25,-0.64,"Operazione P.O.S. del 19/08/2025 alle 01:51, Qta.: 12.000,00 - ALFAMRT OB07 BNY3 BAN- KULON PROGO (IDN) (Trans. 099999 - Paese 360)",['Viaggi']
2366,expense,2025-08-22,-4.0,"Commissione per pagamento Europay del 18/08/2025 alle 16:40, con carta N. 008042768",['Commissioni']
2367,expense,2025-08-22,-2.49,"Operazione P.O.S. del 18/08/2025 alle 16:40, Qta.: 46.725,00 - PALKA ART CRAFT- YOGYAKARTA (IDN) (Trans. 099999 - Paese 360)",['Viaggi']
2368,expense,2025-08-19,-16.2,"Addebito SDD CORE Scad.19/08/2025 Imp. 16,20 Comm. 0,00 Id.SATYLUL1XXX 467AA6709A7A44B5A434F175DA5B6358 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2369,expense,2025-08-13,-1500.0,BONIFICO DA VOI DISPOSTO NOP 59466952300 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE: giroconto,['Giroconto']
2370,expense,2025-08-12,-169.59,"Addebito SDD CORE Scad.12/08/2025 Imp. 169,59 Comm. 0,00 Id.SATYLUL1XXX C65C5FCB0B284EB39B75FB14E8F10E54 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2371,expense,2025-08-05,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. LUG 2025,['Commissioni']
2372,expense,2025-08-04,-0.8,"Addebito SDD CORE Scad.04/08/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5520548826 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-08-2025000318088087 03-08-20250130230725",['Investimenti&Risparmi']
2373,expense,2025-08-04,-100.0,"Addebito SDD CORE Scad.04/08/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5520548826 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-08-2025000318088087 03-08-20250130230725",['Investimenti&Risparmi']
2374,expense,2025-07-31,-246.84,BONIFICO DA VOI DISPOSTO NOP 59841352100 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni luglio 2025,['Psicologo']
2375,expense,2025-07-31,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59746852100 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE:,['Giroconto']
2376,income,2025-07-31,3248.33,BIC: BCITITMMXXX CRO: 0306926526469204480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI LUGLIO 2025 SALA - Salary payment 072025500000110000386000000,['Stipendio']
2377,expense,2025-07-31,-100.3,"Addebito SDD CORE Scad.31/07/2025 Imp. 100,30 Comm. 0,00 Id.CIPBITMMXXX RIDEICBPI00000005000000004368438412 Cred.IT830030000009771701001 TELEPASS S.P.A. Deb.7013840000000221501783 PALLOMO MATTEO Rif.SALDO DOCUM.020510957 DEL 31.07.2025",['Movimento']
2378,expense,2025-07-30,-0.8,"Addebito SDD CORE Scad.30/07/2025 Imp. 162,50 Comm. 0,80 Id.PPLXLUL2 1043812121404 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1043812121404/PAYPAL",['PayPal']
2379,expense,2025-07-30,-162.5,"Addebito SDD CORE Scad.30/07/2025 Imp. 162,50 Comm. 0,80 Id.PPLXLUL2 1043812121404 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1043812121404/PAYPAL",['PayPal']
2380,expense,2025-07-29,-700.0,BONIFICO DA VOI DISPOSTO NOP 59396352100 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa + assicurazione moto,['CasaUtenze&Tasse']
2381,expense,2025-07-25,-37.9,"Addebito SDD CORE Scad.25/07/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2520649895609322480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M022901837 SDD 10909494",['CasaUtenze&Tasse']
2382,expense,2025-07-15,-0.8,"Addebito SDD CORE Scad.15/07/2025 Imp. 6,41 Comm. 0,80 Id.PPLXLUL2 1043469273954 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1043469273954/PAYPAL",['PayPal']
2383,expense,2025-07-15,-6.41,"Addebito SDD CORE Scad.15/07/2025 Imp. 6,41 Comm. 0,80 Id.PPLXLUL2 1043469273954 Cred.LU96ZZZ0000000000000000058 PayPal Europe S.a.r.l. et Cie S.C.A Deb.5PNJ224Z5CCG4 Matteo Pallomo Rif.1043469273954/PAYPAL",['PayPal']
2384,expense,2025-07-11,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59520651900 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE:,['Giroconto']
2385,expense,2025-07-09,-115.0,"Operazione P.O.S. del 03/07/2025 alle 17:54, Qta.: 115,00 - NOBILI- SAVONA (ITA) (Trans. 099999 - Paese 380)",['Shopping']
2386,expense,2025-07-08,-27.66,"Addebito SDD CORE Scad.08/07/2025 Imp. 27,66 Comm. 0,00 Id.SATYLUL1XXX 40B4701F9C1B4EBFA9D662BAF2DC8350 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2387,expense,2025-07-03,-0.8,"Addebito SDD CORE Scad.03/07/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5517531962 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-07-2025000317151587 03-07-20250145230625",['Investimenti&Risparmi']
2388,expense,2025-07-03,-100.0,"Addebito SDD CORE Scad.03/07/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5517531962 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-07-2025000317151587 03-07-20250145230625",['Investimenti&Risparmi']
2389,expense,2025-07-03,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. GIU 2025,['Commissioni']
2390,expense,2025-07-02,-251.48,"Operazione P.O.S. del 28/06/2025 alle 16:20, Qta.: 251,48 - DOPPELGANGER- TORINO (ITA) (Trans. 099999 - Paese 380)",['Shopping']
2391,expense,2025-07-01,-124.44,BONIFICO DA VOI DISPOSTO NOP 59919251700 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni Giugno 2025,['Psicologo']
2392,expense,2025-06-30,-4000.0,BONIFICO DA VOI DISPOSTO NOP 59746151700 A FAVORE DI MATTEO PALLOMO - FIDEURAM C. BENEF. IT98J0329601601000065066089 NOTE: giroconto,['Giroconto']
2393,expense,2025-06-30,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59745751700 A FAVORE DI REVOLUT MATTEO PALLOMO C. BENEF. IT13H0366901600980548255698 NOTE:,['Giroconto']
2394,expense,2025-06-30,-200.0,BONIFICO DA VOI DISPOSTO NOP 59730651700 A FAVORE DI Debora Vaccino & Edoardo Dascoli C. BENEF. IT52X0100510600000000007197 NOTE: Ai miei Warrior innamoratini preferiti,['Generic']
2395,income,2025-06-30,6693.82,BIC: BCITITMMXXX CRO: 0306927557195004480500005000IT O/C:JAGUAR LAND ROVER ITALIA S.P.A. NOTE:ACCREDITO COMPETENZE MESE DI GIUGNO 2025 SALA - Salary payment 062025500000110000386000000,['Stipendio']
2396,expense,2025-06-26,-300.0,BONIFICO DA VOI DISPOSTO NOP 59450651700 A FAVORE DI PALLOMO VALERIO MERLIN LUCIA C. BENEF. IT72C0342549440000100116439 NOTE: rimborso Casa,['CasaUtenze&Tasse']
2397,expense,2025-06-25,-37.9,"Addebito SDD CORE Scad.25/06/2025 Imp. 37,90 Comm. 0,00 Id.DEUTITMMXXX 2517649377089152480160701607IT Cred.IT830010000012878470157 FASTWEB SPA Deb.3F3811A10909494 PALLOMO MATTEO Rif.ADDEBITO FASTWEB 2025-M019560580 SDD 10909494",['CasaUtenze&Tasse']
2398,expense,2025-06-24,-44.0,"Addebito SDD CORE Scad.24/06/2025 Imp. 44,00 Comm. 0,00 Id.SATYLUL1XXX F8668357441A4BEAA6C4459B345AFF69 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2399,expense,2025-06-19,-1000.0,BONIFICO DA VOI DISPOSTO NOP 59634251600 A FAVORE DI REVOLUTE MATTEO PALLOMO C. BENEF. LT923250084062905586 NOTE: giroconto,['Giroconto']
2400,expense,2025-06-17,-123.7,"Addebito SDD CORE Scad.17/06/2025 Imp. 123,70 Comm. 0,00 Id.SATYLUL1XXX 810951659A2347789261F90494AACDFC Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2401,expense,2025-06-17,-188.32,"Addebito SDD CORE Scad.17/06/2025 Imp. 188,32 Comm. 0,00 Id.ENIBBEBBXXX OPF159442607.25639 Cred.IT770010000000484960588 Eni Spa - Eni Regolamento Monetario Deb.8002118100000177701580 PALLOMO MATTEO Rif.5055081320970092",['Movimento']
2402,income,2025-06-12,177.0,"BIC: AZZBITT3XXX CRO: 59781051500 O/C:MERLIN LUCIA,PALLOMO VALERIO NOTE:Interessi",['Interessi']
2403,expense,2025-06-10,-32.0,"Addebito SDD CORE Scad.10/06/2025 Imp. 32,00 Comm. 0,00 Id.SATYLUL1XXX 8ADEF37795A24A61BFB5A995258B68B2 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2404,expense,2025-06-04,-0.2,WEB RETAIL DISPO - TOKEN MOBILE CANONE MENSILE Contratto 0109070003113 Periodo Rif. MAG 2025,['Commissioni']
2405,expense,2025-06-03,-78.1,"Addebito SDD CORE Scad.03/06/2025 Imp. 78,10 Comm. 0,00 Id.SATYLUL1XXX C4EE4F449FE2478D8C0109D21FEDB384 Cred.LU08HOO0000000000000001642 Satispay Europe S.A. Deb.SAT0201209075343478793 matteo pallomo Rif.Satispay app top-up",['Giroconto']
2406,expense,2025-06-03,-246.84,BONIFICO DA VOI DISPOSTO NOP 59209251400 A FAVORE DI Elena Macri - Psicoterapeuta C. BENEF. IT15O0630501000000110138606 NOTE: Pagamento sessioni Maggio 2025,['Psicologo']
2407,expense,2025-06-03,-0.8,"Addebito SDD CORE Scad.03/06/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5514221681 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-06-2025000315952499 03-06-20250128210525",['Investimenti&Risparmi']
2408,expense,2025-06-03,-100.0,"Addebito SDD CORE Scad.03/06/2025 Imp. 100,00 Comm. 0,80 Id.BKRAITMMXXX 5514221681 Cred.IT730030000005032630963 ALLIANZ S.P.A. EX AZR Deb.700414501672338 PALLOMO MATTEO Rif.POLIZZA NR.501672338-SCAD. PREMIO 03-06-2025000315952499 03-06-20250128210525",['Investimenti&Risparmi']
